code,name,amount,turnover,pe,pb,market_cap,is_theme,is_core_theme,is_satellite_theme,theme_tier,concepts,trade_date,price,day_ret,ma5,ma10,ma20,ma60,low5,high20,vol_ratio,avg_range20,momentum20,momentum5,close_position,upper_shadow,lower_shadow,gap,ma10_dist,ma20_dist,high20_dist,low,score,amount_score,quality_score,rank,strategy,strategy_name
605020.SH,永和股份,1926380882.0,9.38,29.2,3.69,21055947762.0,True,True,False,core,['液冷概念'],2026-06-26,41.22,6.018518518518505,38.498000000000005,36.819,35.306,30.056333333333335,33.4,42.0,1.360460945502717,7.402976346793387,24.306393244873362,9.656823623304064,0.7863013698630134,0.2136986301369867,0.041095890410958534,-0.9773662551440339,11.953067709606444,16.75069393304254,-1.8571428571428612,38.35,3.581611,11.860523,3.824825,1,quality_trend,质量趋势
