code,name,amount,turnover,pe,pb,market_cap,is_theme,is_core_theme,is_satellite_theme,theme_tier,concepts,trade_date,price,day_ret,ma5,ma10,ma20,ma60,low5,high20,vol_ratio,avg_range20,momentum20,momentum5,close_position,upper_shadow,lower_shadow,gap,ma10_dist,ma20_dist,high20_dist,low,score,amount_score,quality_score,rank,strategy,strategy_name,recommendation_score,strategy_hits,hit_count,reason,recommend_rank,high_confidence_rank,high_confidence_profile
603688.SH,石英股份,3568953309.0,7.75,318.94,8.08,46909339827.0,True,True,False,core,"['存储芯片', '半导体概念']",2026-06-26,86.6,3.63810435615126,83.35799999999999,80.42499999999998,74.277,63.40283333333333,75.5,87.91,1.0176036707232137,8.697656864722203,29.003426187993455,0.5807200929152145,0.810419681620839,0.18958031837916106,0.2966714905933427,-0.6103398755385427,7.677960833074309,16.59060005115984,-1.4901603913092885,81.0,4.260824,12.020316,4.260824,4,main_theme,主线三日趋势承接,612.0,"[{'strategy': 'main_theme', 'strategy_name': '主线三日趋势承接', 'rank': 4}, {'strategy': 'fund_flow', 'strategy_name': '资金/量能承接近似', 'rank': 1}, {'strategy': 'broad_trend', 'strategy_name': '宽基趋势承接', 'rank': 3}, {'strategy': 'breakout_theme', 'strategy_name': '主线突破增强', 'rank': 4}]",4,"命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接、主线突破增强；概念=存储芯片,半导体概念；20日涨幅29.00%；量比1.02；换手7.75%；当日涨幅3.64%，追高压力相对可控；满足高置信度三日上涨过滤",2,1,high_confidence_v1
600459.SH,XD贵研铂,2039132052.0,9.79,26.05,2.6,23142347925.0,True,True,False,core,"['半导体概念', '新材料']",2026-06-26,28.11,5.636978579481394,26.898000000000003,26.451000000000004,24.8675,21.85233333333333,24.94,28.58,1.0246100521979031,7.618980431760339,32.34463276836158,-0.8115737473535631,0.8368055555555559,0.16319444444444411,0.3229166666666667,0.0751597143930951,6.271974594533276,13.039107268523182,-1.6445066480055885,25.7,4.351165,11.951287,4.95688,3,main_theme,主线三日趋势承接,600.0,"[{'strategy': 'main_theme', 'strategy_name': '主线三日趋势承接', 'rank': 3}, {'strategy': 'broad_trend', 'strategy_name': '宽基趋势承接', 'rank': 2}, {'strategy': 'breakout_theme', 'strategy_name': '主线突破增强', 'rank': 3}]",3,"命中主线三日趋势承接、宽基趋势承接、主线突破增强；概念=半导体概念,新材料；20日涨幅32.34%；量比1.02；换手9.79%；当日涨幅5.64%，需等分时承接确认；满足高置信度三日上涨过滤",3,2,high_confidence_v1
