date,code,close,next_ret,main_net,main_pct,main_sum3,main_pct3,ret1,vol_ratio,turnover,market_main_net,market_main_pct,score
2026-04-10,300308,733.65,0.004566210045662045,1467061248.0,6.15,3349620480.0,4.303333333333334,0.06015722088956976,1.0164541395138558,2.99,1458601984.0,0.06,4.0
