date,code,close,next_ret,main_net,main_pct,main_sum3,main_pct3,ret1,vol_ratio,turnover,market_main_net,market_main_pct,score
2026-06-15,600630,9.06,0.001103752759381793,48667029.0,16.02,154917242.0,17.113333333333333,0.020270270270270174,2.2601815547085105,8.1,68517621760.0,2.26,4.0
